date_left	date_right	date_center	date_mean	num_allele	num_alt_allele	af	af_low	af_up	date_normalized	pt	pt_low	pt_up
4900	5900.0	5400.0	5381.04802259887	1416	59.0	0.041666666666666664	0.032100000000000004	0.0529	-93.10344827586206	0.05301808148718816	0.040201323635424877	0.06981822113920289
5000	6000.0	5500.0	5493.252941176471	1360	54.0	0.039705882352941174	0.0302	0.0509	-94.82758620689656	0.05256404071590284	0.039640496682589565	0.06948239498555506
5100	6100.0	5600.0	5602.85590778098	1388	55.0	0.03962536023054755	0.0302	0.0507	-96.55172413793103	0.052113674316484115	0.039087267143620985	0.06914109835779003
5200	6200.0	5700.0	5739.994983277592	1196	41.0	0.034280936454849496	0.025	0.0456	-98.27586206896552	0.05166695620734601	0.03855682786202369	0.06880135443791667
5300	6300.0	5800.0	5793.338842975207	1210	41.0	0.033884297520661154	0.0247	0.0451	-100.0	0.05122386042938953	0.03803403142574859	0.06848706605544247
5400	6400.0	5900.0	5863.63201320132	1212	41.0	0.03382838283828383	0.0246	0.045000000000000005	-101.72413793103448	0.05078436114656601	0.037518047060252975	0.06824490966320382
5500	6500.0	6000.0	5970.128664495114	1228	39.0	0.03175895765472313	0.0229	0.0425	-103.44827586206897	0.05034843264641407	0.03700879346395974	0.06804445325376893
5600	6600.0	6100.0	6090.12	1250	34.0	0.0272	0.019100000000000002	0.037200000000000004	-105.17241379310344	0.04991604934057014	0.03650619010387008	0.06789734144981069
5700	6700.0	6200.0	6169.695945945946	1184	34.0	0.028716216216216218	0.020200000000000003	0.0392	-106.89655172413794	0.049487185765253856	0.03601015721394729	0.0677036711195276
5800	6800.0	6300.0	6214.6785109983075	1182	36.0	0.030456852791878174	0.0217	0.0413	-108.62068965517241	0.04906181658172779	0.03552061579331681	0.06750985671477502
5900	6900.0	6400.0	6301.477186311787	1052	35.0	0.03326996197718631	0.0236	0.0453	-110.34482758620689	0.048639916576732806	0.035037487604288604	0.06729441114699214
6000	7000.0	6500.0	6434.0329670329675	910	28.0	0.03076923076923077	0.020800000000000003	0.043300000000000005	-112.06896551724138	0.04822146066289863	0.03456069517020868	0.06700474771214304
6100	7100.0	6600.0	6701.854922279793	1158	28.0	0.024179620034542316	0.0164	0.0341	-113.79310344827586	0.04780642387913095	0.03409016177314542	0.06671624521128015
6200	7200.0	6700.0	6784.20205479452	1168	28.0	0.023972602739726026	0.0162	0.033800000000000004	-115.51724137931035	0.04739478139097443	0.033625811451417374	0.0664964226746374
6300	7300.0	6800.0	6863.013266998341	1206	34.0	0.028192371475953566	0.0199	0.0386	-117.24137931034483	0.04698650849095314	0.03316756899696803	0.06629062938042753
6400	7400.0	6900.0	6936.222042139384	1234	32.0	0.02593192868719611	0.018000000000000002	0.0358	-118.96551724137932	0.04658158059888774	0.03271535995259366	0.06608393705037695
6500	7500.0	7000.0	7010.830122591944	1142	29.0	0.025394045534150613	0.0173	0.0356	-120.6896551724138	0.04617997326219075	0.03226911060902985	0.06587739514245942
6600	7600.0	7100.0	7132.828178694158	1164	27.0	0.023195876288659795	0.015600000000000001	0.0329	-122.41379310344827	0.04578166215613955	0.031828748001902295	0.06567145470942826
6700	7700.0	7200.0	7190.33038869258	1132	26.0	0.022968197879858657	0.015300000000000001	0.0328	-124.13793103448276	0.045386623084128136	0.0313941999085473	0.06546611428028658
6800	7800.0	7300.0	7238.849090909091	1100	23.0	0.02090909090909091	0.0135	0.030500000000000003	-125.86206896551724	0.04499483197789737	0.030965394844707343	0.06522703036606989
6900	7900.0	7400.0	7286.214539007092	1128	22.0	0.01950354609929078	0.0125	0.0287	-127.58620689655173	0.044606264897744795	0.030542262061106898	0.0649644992890562
7000	8000.0	7500.0	7343.660746003552	1126	23.0	0.020426287744227355	0.0132	0.0298	-129.31034482758622	0.044220898032713805	0.03012473153991344	0.06470938063233315
7100	8100.0	7600.0	7439.891067538127	918	21.0	0.02287581699346405	0.0145	0.0339	-131.0344827586207	0.04383870770076295	0.029712733991088928	0.06450241003946973
7200	8200.0	7700.0	7574.395415472779	698	20.0	0.02865329512893983	0.0179	0.042800000000000005	-132.75862068965517	0.04345967034891546	0.02930620084863617	0.06429605593993919
7300	8300.0	7800.0	7666.80981595092	652	16.0	0.024539877300613498	0.0145	0.038400000000000004	-134.48275862068965	0.04308376255338955	0.028905064266745197	0.06409031678820651
7400	8400.0	7900.0	7793.200772200772	518	12.0	0.023166023166023165	0.0125	0.038700000000000005	-136.20689655172413	0.04271096101970992	0.028509257115843973	0.06388519104074243
7500	8500.0	8000.0	7842.6731517509725	514	13.0	0.02529182879377432	0.014	0.0414	-137.93103448275863	0.04234124258280047	0.028118712978558034	0.06368067715603412
7600	8600.0	8100.0	8009.812834224599	374	12.0	0.03208556149732621	0.0173	0.0533	-139.6551724137931	0.04197458420705904	0.0277333661455834	0.06347677359459536
7700	8700.0	8200.0	8085.301775147929	338	13.0	0.038461538461538464	0.0213	0.0626	-141.3793103448276	0.04161096298641411	0.027353151611477056	0.06327347881897678
7800	8800.0	8300.0	8143.809210526316	304	12.0	0.039473684210526314	0.0213	0.0654	-143.10344827586206	0.041250356144364224	0.02697800507036921	0.0630707912937761
7900	8900.0	8400.0	8268.829457364342	258	11.0	0.04263565891472868	0.0223	0.07200000000000001	-144.82758620689654	0.040892741034000035	0.026607862911601124	0.06286870948564802
8000	9000.0	8500.0	8368.930693069307	202	9.0	0.04455445544554455	0.0216	0.079	-146.55172413793105	0.04053809513800969	0.026242662215292884	0.06266723186331419
8100	9100.0	8600.0	8466.954022988506	174	8.0	0.04597701149425287	0.0212	0.08410000000000001	-148.27586206896552	0.04018639606866773	0.02588234074784452	0.06246635689757295
8200	9200.0	8700.0	8569.111111111111	162	7.0	0.043209876543209874	0.0187	0.0821	-150.0	0.03983762156780783	0.025526836957374448	0.0622660830613091
8300	9300.0	8800.0	8665.231884057972	138	5.0	0.036231884057971016	0.013000000000000001	0.0767	-151.72413793103448	0.03949174950677967	0.025176089969098828	0.06206640882950346
8400	9400.0	8900.0	8820.983333333334	120	4.0	0.03333333333333333	0.0103	0.07640000000000001	-153.44827586206895	0.0391487578863904	0.02483003958065535	0.06186733267924231
8500	9500.0	9000.0	8977.074074074075	108	3.0	0.027777777777777776	0.0068000000000000005	0.0714	-155.17241379310346	0.03880862483683099	0.024487164096483157	0.061668853089726805
8600	9700.0	9150.0	9076.84	100	3.0	0.03	0.0074	0.077	-157.75862068965517	0.03830373756075301	0.02395766273252382	0.061372248935333704
8700	9900.0	9300.0	9234.941176470587	102	6.0	0.058823529411764705	0.023700000000000002	0.1159	-160.3448275862069	0.03780516035383723	0.023439336964445372	0.06107697850958235
8800	10000.0	9400.0	9390.25	104	4.0	0.038461538461538464	0.012	0.0878	-162.06896551724137	0.03747624547378014	0.023099884284310538	0.06088086999768029
8900	10100.0	9500.0	9483.884615384615	104	4.0	0.038461538461538464	0.012	0.0878	-163.79310344827587	0.03715008175266298	0.022765233438695028	0.060685350474573276
9000	10200.0	9600.0	9607.36	100	4.0	0.04	0.012400000000000001	0.0911	-165.51724137931035	0.03682664809462212	0.022435319795101296	0.06049041843234266
9100	10400.0	9750.0	9706.96	100	4.0	0.04	0.012400000000000001	0.0911	-168.10344827586206	0.03634657064473752	0.021955262333287658	0.06019911860242889
9200	10600.0	9900.0	9881.78431372549	102	4.0	0.0392156862745098	0.0122	0.08940000000000001	-170.68965517241378	0.03587251846624774	0.0215064201696551	0.059921103493886956
9300	10700.0	10000.0	9979.75	104	4.0	0.038461538461538464	0.012	0.0878	-172.41379310344828	0.03555979666843356	0.0212121911291374	0.05973877251189464
9400	10900.0	10150.0	10131.078431372549	102	4.0	0.0392156862745098	0.0122	0.08940000000000001	-175.0	0.03509563231473612	0.02077825832652751	0.05946625001643009
9500	11400.0	10450.0	10217.88	100	4.0	0.04	0.012400000000000001	0.0911	-180.17241379310346	0.03418475926238917	0.019937383679577324	0.058924695676577106
9600	12400.0	11000.0	10375.7	100	4.0	0.04	0.012400000000000001	0.0911	-189.6551724137931	0.032573724292637135	0.018481517090925843	0.05794150590157834
9700	13300.0	11500.0	10567.74	100	4.0	0.04	0.012400000000000001	0.0911	-198.27586206896552	0.031172997109563526	0.01724883592884179	0.05701459302888494
9800	13500.0	11650.0	10715.4	100	4.0	0.04	0.012400000000000001	0.0911	-200.86206896551724	0.030764267387616204	0.016895040546708047	0.05670775798934821
9900	18100.0	14000.0	11210.981481481482	108	2.0	0.018518518518518517	0.0029000000000000002	0.057600000000000005	-241.3793103448276	0.02500060992661838	0.012196887804577911	0.05250891827574138
